SIC_Section,SIC_Codes,SIC_Classification,id,ref_no,name,pointx_class,groupname,categoryname,classname,feature_easting,feature_northing,pos_accuracy,uprn,topo_toid,topo_toid_version,usrn,usrn_mi,distance,address_detail,street_name,locality,geographic_county,postcode,admin_boundary,telephone_number,url,brand,qualifier_type,qualifier_data,provenance,supply_date
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,284,18370860,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528391,180759,1,,osgb1000001786880942,9,8400101,3,30.6,,,,Greater London,W1K,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,285,18370482,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529910,180284,1,,osgb1000001786907472,2,8401058,3,19.5,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,286,18370492,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526171,183004,1,,osgb1000001786197955,2,8400292,3,18.6,,,,Greater London,NW8,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,287,18370500,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,527185,182836,1,,osgb1000001786329113,2,8402189,3,17.7,,,,Greater London,NW8,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,288,18370504,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528252,183396,1,,osgb1000001786513467,5,8401209,3,179.2,,,,Greater London,NW1,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,289,18370505,Monument,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529689,180369,1,,osgb1000001786907361,2,8401045,3,8.7,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,290,18369739,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526613,179514,1,,osgb1000004324562,4,8401675,3,29.1,,,,Greater London,SW7,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,291,18369761,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528448,179873,1,,osgb1000001796026340,4,8401864,3,6.8,,,,Greater London,W1J,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,292,18372614,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530134,179114,1,,osgb5000005143722141,1,8401015,3,13.4,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,293,18372618,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530271,179132,1,,osgb1000005572992,5,8401419,3,41.6,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,294,18373555,Monument,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530198,180499,1,10033567631,osgb1000001802066943,6,8401909,3,10.4,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,295,18373941,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,531073,180787,1,,osgb1000005730504,6,8402187,3,18.3,,,,Greater London,WC2R,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,296,18373205,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530065,180601,1,,osgb1000001802067151,5,8401714,3,5.9,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,297,18373212,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530424,180279,1,,osgb5000005102569105,1,8402187,3,22.9,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,298,18369861,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528365,179803,1,,osgb1000005287326,4,8400099,3,16.3,,,,Greater London,SW1X,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,299,18370262,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529916,180054,1,,osgb1000001786907020,2,8400970,3,22.4,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,300,18370671,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526395,180714,1,,osgb1000001786861059,2,8401176,3,5.2,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,301,18370683,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529811,180164,2,,Not Assigned,0,8401058,3,23.6,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,303,18373228,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,531128,180796,1,,osgb1000005730366,7,8400999,3,16.8,,,,Greater London,WC2R,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,304,18369498,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528088,179856,1,,osgb1000001796026295,5,8401020,3,20.3,,,,Greater London,SW1X,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,305,18370710,Roosevelt Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528367,180831,1,,osgb1000001786880959,3,8490002,3,29.5,,,,Greater London,W1K,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,306,18369523,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529572,179344,2,,Not Assigned,0,8400926,3,40.9,,,,Greater London,SW1H,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,307,18369527,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529957,179500,1,,osgb1000001796276589,9,8400752,3,11.5,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,308,18370737,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529415,180061,1,,osgb1000001786912338,3,8401400,3,8.9,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,309,18369820,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528845,179128,1,,osgb1000005288586,3,8401632,3,13.8,,,,Greater London,SW1W,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,310,18370611,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526540,183019,1,,osgb5000005101626300,1,8401004,3,4.3,,,,Greater London,NW8,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,311,18370623,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,524692,183069,2,,Not Assigned,0,8400332,3,8.2,,,,Greater London,W9,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,312,18369830,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528719,179299,1,,osgb1000001796033464,4,8400202,3,11.6,,,,Greater London,SW1W,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,313,18369835,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529556,178275,1,,osgb1000001796261570,2,8490002,3,8.6,,,,Greater London,SW1V,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,314,18607314,Horse Guards Parade Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530023,179989,1,,osgb1000001769242181,3,8400970,3,70.8,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,315,18607363,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530933,181023,1,10033567632,osgb1000001802089446,2,8401576,3,14,,,,Greater London,WC2R,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,316,18607364,Statue On Site of Temple Bar,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,531113,181109,1,,osgb1000001800014461,4,8400237,3,2.6,,,,Greater London,WC2A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,317,18607373,Statue On Site of Charing Cross,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530037,180374,1,,osgb1000001802072958,4,8400578,3,15.8,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,318,18607381,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530940,181036,1,10033556755,osgb1000001800014324,106,8401576,3,7.9,,,,Greater London,WC2R,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,319,18607771,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528705,182084,1,,osgb1000001786489669,2,8400133,3,13.7,,,,Greater London,W1B,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,320,18607773,Fountain,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526698,180626,2,,Not Assigned,0,8401713,3,130.9,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,321,18404278,Queen Victoria Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529155,179740,1,,osgb1000001796279096,3,8401735,3,33.5,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,322,18404668,Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530365,180010,1,,osgb5000005102569148,1,8400999,3,22.3,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,323,18404703,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530514,180539,1,,osgb1000001802061000,2,8400999,3,16,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,324,18607092,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529988,178565,2,,Not Assigned,0,8400484,3,1.2,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,325,18607106,Fountain,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529503,178036,2,,Not Assigned,0,8400211,3,57.9,,,,Greater London,SW1V,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,326,18404405,War Memorial,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526383,180762,2,,Not Assigned,0,8401176,3,9.5,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,327,18607143,Fountain,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526693,180664,2,,Not Assigned,0,8401713,3,92.8,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,328,18607144,Fountain,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526718,180668,2,,Not Assigned,0,8400628,3,95.1,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,329,18607145,Fountain,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526724,180632,2,,Not Assigned,0,8400628,3,131.3,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,330,18607152,Statue of Achilles,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528307,180015,1,,osgb1000001786891396,2,8400585,3,38.3,,,,Greater London,W1K,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,331,18607154,Fountain,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528895,181097,2,,Not Assigned,0,8401494,3,18.6,,,,Greater London,W1S,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,332,18607157,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529747,180316,1,,osgb1000001786906992,3,8401045,3,12.6,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,333,18607159,Peter Pan Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,526684,180431,1,,osgb1000001786862257,2,8401713,3,321.5,,,,Greater London,W2,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,338,18607190,George VI Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529614,180135,2,,Not Assigned,0,8401061,3,1.3,,,,Greater London,SW1Y,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,339,18826458,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530326,180128,1,,osgb1000001802072877,3,8402187,3,35.8,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,340,18826459,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530340,180199,1,,osgb1000001802073192,2,8402187,3,35.2,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,341,18826463,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530055,180110,1,,osgb1000001802072751,3,8400578,3,63.6,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,342,18826464,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530143,180036,1,10033553223,osgb1000001802073328,3,8400881,3,5.7,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,343,18826465,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530148,180100,1,,osgb1000001802072784,3,8400804,3,2.6,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,344,18826467,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530320,180033,1,,osgb1000001802072917,3,8400999,3,25.8,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,345,18826443,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530053,180442,1,,osgb1000001802072635,3,8400264,3,20.3,,,,Greater London,WC2N,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,346,18826445,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,531090,180838,1,,osgb1000001802299156,2,8401051,3,19.1,,,,Greater London,WC2R,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,347,18826493,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530353,180156,1,,osgb1000001802072931,3,8400999,3,13.6,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,348,18822661,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528723,182025,1,,osgb1000001786489876,2,8401671,3,5.9,,,,Greater London,W1B,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,349,18822662,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528909,181046,1,,osgb1000001786474489,4,8401494,3,10.6,,,,Greater London,W1S,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,350,18822665,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529931,180260,1,,osgb1000001786907118,3,8400551,3,10.4,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,351,18822669,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,529364,180836,1,,osgb1000001786903580,3,8401357,3,28.2,,,,Greater London,W1F,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,352,18825137,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530178,179334,1,,osgb1000001769248433,4,8400294,3,22.6,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,353,18825362,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530050,179668,1,,osgb1000001769241971,3,8400843,3,9.4,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,354,18825363,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530049,179626,1,,osgb1000001769241826,3,8400492,3,12.5,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,355,18825364,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530080,179609,1,,osgb1000001769241988,3,8400202,3,9.9,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,356,18825365,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530081,179630,1,,osgb1000001769241753,3,8400202,3,10.3,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,357,18825366,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530083,179650,1,,osgb1000001769242245,7,8400202,3,11.7,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,358,18825367,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530094,179660,1,,osgb1000001769241757,3,8401372,3,18.6,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,359,18825369,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530109,179655,1,,osgb1000001769241813,3,8401372,3,20.9,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,360,18825370,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530127,178528,1,,osgb1000001769229151,2,8400578,3,41.1,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,361,18825371,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530154,179445,1,,osgb1000001769248254,5,8400578,3,28.4,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,362,18825372,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530140,179653,1,,osgb1000001769559661,2,8401372,3,19.1,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,363,18825373,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530138,178551,1,,osgb1000001769229216,3,8400578,3,41.4,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,364,18825375,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530179,179936,1,,osgb1000001769606929,7,8400881,3,16.9,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,365,18825376,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530185,179543,1,,osgb1000001769241797,3,8400578,3,17.8,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,366,18825377,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530206,179468,1,,osgb1000001769248345,5,8400578,3,27.8,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,367,18825378,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530226,179330,1,,osgb5000005261388461,1,8400294,3,25.4,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,368,18825379,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530257,179282,1,,osgb1000001769603983,1,8401419,3,49.9,,,,Greater London,SW1P,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,369,18825380,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530307,179955,1,,osgb1000001769242001,11,8400999,3,26.6,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,370,18825381,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,530327,179687,1,,osgb1000001769242043,4,8402187,3,16.2,,,,Greater London,SW1A,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
"Arts, Entertainment and Recreation",9103,Operation of Historical Sites and Buildings and Similar Visitor Attractions,371,18822347,Statue,3170245,Attractions,Historical and Cultural,Historic and Ceremonial Structures,528276,180808,2,,Not Assigned,0,8400676,3,17.3,,,,Greater London,W1K,City of Westminster London Boro,,,,,,Ordnance Survey,2024/6/1
